;A11;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;cluster
2035;1;2;1;1;2;3;2;2;3;1;1;1;3;3;2;1;2;2;3;4;2;2;2;2;3;2;3;1;3;2;3;1;2;2;2;1;2;2;0
2036;1;3;4;3;3;2;2;1;3;1;2;4;3;2;3;3;2;1;2;4;1;2;4;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;0
2037;0;3;2;3;3;3;3;3;3;3;1;1;3;4;2;3;3;2;2;2;2;1;2;2;2;2;3;2;1;2;3;2;3;2;2;2;2;3;0
2038;1;2;1;2;1;3;1;1;2;1;2;1;3;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;1
2039;0;3;3;4;3;3;3;3;3;3;3;2;4;4;3;3;4;3;2;3;3;2;3;3;3;2;2;3;2;3;2;3;3;3;3;3;3;3;3
2040;1;3;2;2;2;1;1;3;2;1;2;2;2;2;1;3;3;3;1;2;2;2;1;2;2;2;3;2;1;2;2;2;1;1;3;2;1;3;0
2041;1;2;4;3;2;3;2;1;3;1;2;1;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;0
2042;1;3;3;3;2;4;3;4;2;3;2;2;3;2;1;3;3;2;2;2;3;1;3;3;4;3;2;1;1;2;1;1;1;2;2;4;3;4;0
2043;1;2;2;2;2;3;2;3;2;2;2;2;3;2;2;2;1;2;1;2;2;2;3;3;3;1;2;1;1;1;1;1;1;1;2;2;2;2;1
2044;1;1;3;3;3;3;3;1;1;3;1;2;2;4;1;1;3;1;1;2;2;1;3;1;2;2;2;2;2;2;2;1;2;3;2;2;2;2;0
2045;1;2;3;3;3;3;1;3;2;2;2;1;3;3;1;2;3;2;2;3;2;2;3;2;3;1;1;1;2;1;1;2;1;2;1;2;2;2;0
2046;1;2;4;4;3;4;3;2;4;2;3;3;2;3;2;3;4;2;2;3;3;3;2;2;3;3;2;3;2;3;2;3;4;3;2;4;2;2;3
2047;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
2048;1;2;3;3;3;3;2;2;2;2;3;2;3;2;2;2;3;2;2;3;2;2;3;3;2;2;1;1;1;2;2;2;2;2;2;2;2;1;0
2049;1;1;1;1;1;3;2;1;1;1;2;1;3;1;1;1;1;1;2;3;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2050;1;1;2;1;3;1;3;2;3;2;3;1;2;3;2;3;1;1;1;3;2;1;2;2;1;1;1;2;3;2;3;2;2;1;3;2;1;1;0
2051;1;1;2;1;1;3;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;1;4;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1
2052;1;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;3;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2053;1;3;3;3;3;2;2;3;3;3;3;2;3;3;3;3;2;2;2;3;3;2;2;3;3;3;3;2;4;3;2;3;3;3;3;3;2;3;3
2054;1;2;2;3;2;3;2;2;2;2;2;2;3;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;0
2055;1;2;3;3;3;2;3;4;3;2;2;2;2;2;2;2;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3
2056;1;3;3;2;2;2;3;1;2;1;1;1;3;3;1;3;2;1;2;3;2;2;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1
2057;1;2;3;3;2;2;2;1;3;1;2;1;3;2;2;3;1;1;2;2;2;2;3;3;1;2;2;2;2;1;2;2;2;2;2;2;2;1;0
2058;0;1;3;4;2;3;3;3;1;2;3;1;4;3;1;2;3;1;2;3;2;2;4;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1
2059;0;2;3;3;3;2;2;1;3;2;3;1;4;4;1;2;2;1;2;2;2;1;3;1;3;1;3;1;3;1;4;1;3;2;1;1;1;3;0
2060;1;3;3;4;4;2;2;3;3;3;4;3;3;4;3;3;2;2;2;2;2;2;2;3;3;1;2;2;2;2;1;2;2;2;2;1;2;3;3
2061;1;2;3;3;3;4;2;3;2;3;3;1;3;3;2;2;3;3;2;3;2;2;3;3;3;2;2;2;3;2;2;3;2;3;3;3;2;3;3
2062;1;2;2;2;2;3;2;2;2;2;3;1;2;4;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1
2063;1;2;3;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;3;1;3;2;2;2;2;2;3;2;3;1;2;2;2;2;2;1;0
2064;1;2;4;4;3;1;2;1;1;2;3;2;3;4;1;3;3;1;1;2;2;1;3;1;1;1;3;2;4;2;2;1;2;1;1;2;1;1;0
2065;1;3;4;4;3;2;2;4;3;2;3;3;3;2;2;4;3;1;1;3;2;2;1;3;4;2;2;3;2;2;1;1;3;2;4;3;1;2;3
2066;1;2;4;4;4;3;1;1;2;2;2;1;3;4;2;2;2;1;3;2;2;1;3;1;2;3;2;1;2;1;2;1;2;2;1;2;2;1;0
2067;1;3;3;2;3;3;3;2;3;2;3;2;3;3;2;3;2;2;3;2;3;1;3;2;2;1;1;1;2;1;2;2;2;2;1;1;2;1;0
2068;1;1;3;3;3;4;3;2;2;2;2;1;3;1;2;2;3;2;1;3;3;2;3;2;2;2;2;2;3;1;3;4;3;3;2;3;1;1;0
2069;1;1;2;2;2;1;3;1;2;1;2;1;2;2;1;2;2;1;1;3;2;1;4;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1
2070;1;2;3;4;4;3;3;2;3;2;3;2;3;4;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2071;1;4;4;4;4;4;1;4;4;4;4;4;4;3;4;4;4;4;4;4;1;4;4;4;4;1;1;3;1;1;1;1;1;1;3;1;3;1;3
2072;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2073;1;2;2;3;3;3;2;2;2;3;2;2;3;4;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;0
2074;1;3;4;4;4;3;2;1;3;2;3;3;4;4;4;4;2;2;1;4;3;2;1;4;4;2;2;3;3;2;2;3;3;2;2;2;2;3;3
2075;1;1;2;2;2;2;2;1;1;1;3;2;2;2;1;2;1;1;1;1;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;1;2;1;1
2076;1;2;3;2;3;3;2;4;2;2;2;2;3;3;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;3;3;2;3;2;3;2;3;0
2077;1;3;3;3;3;3;2;3;3;2;3;2;3;2;3;3;3;2;2;3;3;3;3;3;3;2;2;3;3;2;2;2;3;3;3;2;2;3;3
2078;1;1;1;1;1;1;1;4;1;1;2;1;3;1;1;2;2;1;1;3;2;1;3;1;3;1;1;1;1;1;1;1;1;1;1;2;2;3;1
2079;1;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;3;2;2;1;1;1;1;1;1;2;1;2;1;1;2;1;1
2080;1;2;2;2;2;3;2;2;2;1;3;1;3;2;1;2;2;1;2;3;3;1;3;3;1;2;1;2;2;1;1;1;2;2;2;2;1;2;1
2081;1;2;3;3;3;3;2;1;2;1;4;1;3;2;2;2;1;2;2;3;2;2;3;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;0
2082;1;3;4;3;4;2;2;2;4;2;4;2;3;3;3;3;3;1;2;3;2;1;3;3;2;2;2;1;2;1;2;1;2;1;2;2;2;2;3
2083;1;2;3;2;3;3;2;2;3;2;2;2;3;3;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;0
2084;1;2;3;3;3;2;2;3;1;1;2;1;3;1;1;2;3;1;2;2;2;2;3;2;2;3;1;2;2;2;2;2;2;2;2;2;1;1;0
2085;1;2;4;4;4;3;2;4;4;2;3;3;4;4;3;2;4;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3
2086;1;1;2;2;3;4;2;2;3;3;2;2;4;3;1;1;2;1;1;3;1;1;3;1;2;1;1;1;2;1;1;3;2;2;1;3;3;3;0
2087;1;2;3;2;3;4;3;3;2;2;2;2;2;3;2;2;4;2;2;3;3;2;3;2;3;1;2;1;1;2;1;2;3;3;3;2;2;3;0
2088;1;2;3;3;3;2;3;3;3;2;2;2;3;4;3;3;3;2;2;3;3;2;3;2;3;2;3;3;3;3;2;3;3;3;3;3;2;3;3
2089;1;2;3;2;2;2;2;1;2;2;2;1;3;3;2;2;3;1;2;3;2;1;3;2;2;2;2;2;2;1;2;1;2;2;1;2;2;1;0
2090;1;2;3;2;2;3;2;2;2;2;2;2;3;2;2;2;3;2;2;3;1;2;3;2;1;1;1;1;3;1;1;2;2;2;1;2;2;1;0
2091;1;2;3;3;2;3;3;3;2;2;2;2;2;3;2;3;2;2;2;3;2;2;2;2;2;3;3;3;2;3;2;2;3;3;2;3;3;3;3
2092;1;2;3;3;2;2;3;2;2;1;2;2;4;2;1;3;1;1;1;2;2;1;1;1;2;3;1;1;3;1;2;1;1;1;1;2;1;1;1
2093;0;4;4;4;4;4;2;2;4;4;4;2;4;4;1;3;4;2;1;3;1;1;3;3;3;2;2;2;1;2;1;1;2;2;2;4;2;2;3
2094;1;1;1;1;1;3;1;3;1;3;1;1;1;2;1;1;1;1;1;3;1;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2095;1;3;4;4;3;3;2;2;4;2;4;3;4;4;2;4;2;3;4;2;3;3;4;2;1;1;1;3;3;2;3;2;2;3;2;2;3;1;3
2096;1;2;4;4;4;4;1;1;3;1;3;2;3;4;2;3;3;2;3;1;3;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1;1;0
2097;1;3;4;4;3;1;2;4;3;1;3;2;4;4;3;3;3;2;2;3;2;2;2;3;4;3;3;3;2;2;2;2;4;2;2;3;2;3;3
2098;1;2;3;3;3;3;2;2;2;2;3;2;3;2;2;2;2;2;1;2;1;1;3;2;2;1;1;1;1;2;1;2;1;2;2;1;3;1;1
2099;1;2;2;2;1;1;2;2;2;1;1;1;2;2;1;2;2;2;2;3;1;1;2;1;1;1;2;2;1;1;2;2;1;1;2;1;3;2;1
2100;1;3;3;2;3;3;2;2;2;2;2;2;3;3;1;3;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;0
2101;1;2;3;3;2;3;2;1;1;2;2;1;2;3;1;2;2;1;2;3;2;1;3;3;1;1;2;1;2;2;2;1;3;3;2;3;2;2;0
2102;1;3;3;3;4;2;4;4;4;2;3;3;3;4;3;3;4;2;1;2;4;4;1;4;4;4;4;2;2;2;2;2;3;4;4;4;1;4;2
2103;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3;1;1;1;1;1
2104;1;3;3;4;3;2;3;4;4;3;3;3;3;3;4;4;3;2;2;1;3;2;1;2;4;3;3;3;3;3;2;2;3;2;2;2;2;3;3
2105;0;2;2;3;3;3;2;2;2;3;2;2;3;3;2;2;2;1;1;2;1;1;3;1;2;1;1;2;1;2;3;1;1;2;2;2;1;2;1
2106;1;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;2;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;2;3;2;2;2;2;0
2107;0;2;4;3;3;3;2;4;2;2;2;1;4;4;2;2;3;2;2;3;2;1;2;2;2;1;2;1;2;1;1;1;2;2;2;2;1;2;0
2108;0;3;3;3;3;3;3;2;2;4;2;2;3;3;2;3;3;2;2;1;2;2;3;2;3;2;1;1;1;1;2;1;1;2;2;1;1;2;0
2109;1;2;2;3;3;1;3;4;3;4;3;1;4;3;2;2;3;2;2;3;2;1;4;2;4;2;2;2;2;2;3;2;3;3;2;3;3;3;3
2110;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2111;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2
2112;1;2;2;1;2;1;1;1;2;1;1;2;2;2;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;2;1;1;2;2;1;2;2;1;1
2113;0;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;3;2;2;3;3;2;3;3;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3
2114;1;2;3;3;3;2;2;1;2;3;2;1;3;3;2;2;3;2;2;2;2;2;3;3;2;2;2;2;3;2;2;2;2;3;2;3;3;2;0
2115;0;2;3;3;2;3;3;3;2;2;3;2;3;2;3;2;3;3;2;2;3;2;3;3;3;2;3;2;3;2;3;2;2;3;3;2;2;3;3
2116;1;2;2;2;2;3;2;3;3;3;2;3;2;4;3;2;3;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0
2117;1;1;3;2;2;2;2;3;1;3;1;1;3;4;1;1;3;1;2;3;2;1;3;2;4;2;2;2;2;1;2;1;2;2;2;2;3;3;0
2118;1;3;3;3;1;3;3;2;3;3;2;1;3;1;3;1;2;1;1;1;1;2;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1
2119;1;2;4;3;3;3;2;4;3;3;2;1;3;4;1;3;3;2;2;3;3;2;3;2;3;3;2;2;2;2;3;2;2;3;2;3;2;3;3
2120;1;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2121;1;3;4;4;4;4;2;4;3;2;4;3;3;4;3;3;4;2;1;2;2;2;3;2;4;2;2;2;3;2;2;2;3;3;4;4;3;3;3
2122;1;2;2;2;2;2;2;1;2;3;3;1;2;3;1;3;3;2;1;3;1;1;3;2;1;1;2;1;2;2;1;2;2;3;2;2;1;1;0
2123;1;2;2;2;2;3;2;2;2;1;2;1;2;2;2;1;1;2;1;2;2;2;3;2;1;2;2;1;1;2;1;2;2;2;2;2;1;1;1
2124;1;3;4;3;3;1;2;4;2;1;4;3;3;3;1;4;1;1;1;2;1;1;3;4;3;2;1;1;1;1;1;1;3;3;1;1;1;1;0
2125;0;2;2;1;2;3;2;3;2;2;1;1;2;2;1;2;2;2;2;3;2;2;4;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0
2126;1;3;4;3;3;4;3;3;2;1;4;2;3;3;3;3;4;2;2;2;2;2;3;3;3;2;2;3;2;3;3;2;2;2;2;3;3;2;3
2127;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2128;1;2;2;2;2;3;3;3;3;2;2;2;3;2;2;2;2;1;1;3;2;1;2;1;2;1;1;1;2;1;1;2;1;1;2;3;2;2;1
2129;0;4;4;4;4;2;4;4;4;2;4;4;4;4;4;4;4;2;3;3;4;2;2;2;4;3;4;3;4;3;3;3;3;4;3;3;4;4;2
2130;1;2;2;3;2;3;2;2;2;2;2;2;3;3;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2131;1;2;3;2;2;3;3;2;3;2;2;2;2;2;3;3;3;2;1;2;2;2;3;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;0
2132;1;3;3;3;2;2;2;1;3;2;3;2;3;4;1;3;2;1;2;3;2;1;3;2;1;1;2;1;1;1;1;1;1;2;2;1;2;1;1
2133;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2
2134;1;4;4;4;2;2;4;3;4;4;3;2;4;2;4;4;1;2;4;2;3;2;3;3;1;2;2;2;4;2;2;2;2;2;2;1;2;2;3
2135;1;3;3;3;3;3;3;3;3;2;3;2;3;3;3;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2136;1;3;2;2;2;2;2;3;3;2;2;1;3;2;2;2;2;2;2;3;2;2;3;2;3;2;2;2;1;2;1;3;3;3;2;2;2;3;0
2137;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2138;1;4;4;4;4;3;1;3;2;4;4;3;3;4;4;4;4;3;1;1;1;2;2;3;2;3;3;3;2;3;1;4;2;3;2;4;3;4;3
2139;1;2;2;2;1;3;1;1;1;2;1;1;2;1;1;2;3;2;2;2;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1
2140;1;3;3;3;4;3;2;4;4;3;3;2;4;4;2;3;2;1;1;1;1;1;4;2;1;1;1;1;1;1;1;1;2;2;2;2;2;1;0
2141;0;2;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;0
2142;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2143;0;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;0
2144;1;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;2;4;4;4;2
2145;1;3;2;2;2;3;2;2;3;2;2;1;3;2;2;2;2;2;2;3;2;2;3;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;0
2146;1;2;4;4;4;4;2;2;2;2;2;2;3;4;1;2;2;2;2;3;2;2;3;1;4;2;2;2;3;2;3;2;2;2;2;2;2;2;0
2147;1;2;2;2;2;3;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2148;1;2;3;2;2;4;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;2;2;2;2;3;2;2;2;2;0
2149;1;3;2;2;1;3;2;2;2;1;2;2;2;1;2;3;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2150;1;2;2;2;2;3;3;3;2;2;2;2;3;2;2;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2151;1;3;3;4;3;3;2;2;3;3;3;2;3;4;2;3;2;2;1;3;2;2;2;2;3;3;3;2;2;3;2;2;3;3;2;2;2;2;3
2152;0;3;2;2;4;2;2;3;3;4;2;2;3;3;1;3;1;2;1;2;2;2;3;1;2;1;1;2;2;1;1;1;2;2;1;2;2;2;0
2153;1;2;1;1;2;2;1;2;2;2;1;1;2;1;1;1;1;2;1;4;2;2;2;1;3;1;2;1;1;1;2;1;1;1;1;3;2;2;1
2154;1;2;2;2;3;3;1;2;2;2;1;2;3;3;2;2;3;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;3;3;2;2;1;2;0
2155;1;2;2;2;2;3;2;3;3;2;3;3;3;3;2;2;4;2;3;2;2;2;1;1;3;2;3;2;2;2;2;2;3;2;2;2;3;3;3
2156;1;2;3;3;3;3;2;1;2;2;3;2;3;2;2;2;2;1;1;1;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2157;0;1;2;2;2;3;3;4;2;2;1;1;3;2;2;1;2;2;1;2;2;2;3;2;2;1;1;2;1;2;2;1;1;2;2;2;2;2;0
2158;1;4;4;4;2;3;2;4;4;1;4;3;4;1;1;4;4;3;1;1;2;4;1;4;3;2;2;2;1;2;1;3;2;2;2;2;2;3;3
2159;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2160;1;2;2;2;2;3;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1;2;2;2;1
2161;1;2;2;2;2;3;2;3;2;2;1;2;3;2;2;2;1;1;2;2;3;2;2;2;3;2;2;2;3;1;2;2;2;2;1;1;2;2;0
2162;1;1;1;2;1;1;1;1;1;2;2;1;2;2;1;1;3;1;3;1;2;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1
2163;1;3;3;2;2;3;2;2;3;3;3;2;3;2;2;3;2;2;1;3;2;1;2;3;3;1;2;2;2;1;1;2;2;3;2;2;1;2;0
2164;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2165;0;2;2;2;4;3;3;3;3;2;1;1;4;2;1;3;2;1;1;3;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2166;1;2;3;3;3;2;2;2;3;2;3;2;3;4;2;2;2;2;2;3;3;2;2;2;2;3;3;3;2;3;2;2;3;3;2;2;2;2;3
2167;0;4;4;4;4;3;2;2;4;2;3;1;4;2;3;3;2;2;1;2;1;2;3;3;2;2;3;2;3;2;3;3;3;3;2;3;3;3;3
2168;1;2;3;3;4;2;3;4;3;3;3;2;3;2;2;3;3;1;2;3;3;2;4;2;1;1;1;2;1;2;1;2;2;3;2;3;2;4;3
2169;1;3;3;3;3;2;2;3;3;3;2;2;3;3;2;3;2;1;2;3;2;2;3;3;3;3;3;2;2;2;3;2;3;3;2;3;2;3;3
2170;1;3;2;2;3;3;2;2;3;1;3;2;3;2;2;3;3;2;1;3;1;2;3;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1
2171;0;2;3;3;4;4;3;4;3;2;3;2;4;4;2;2;4;1;1;3;1;1;3;2;3;1;2;2;1;2;1;1;3;2;1;2;2;3;0
2172;1;1;2;2;2;4;2;1;2;1;2;2;2;2;2;1;2;2;2;3;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0
2173;1;2;2;2;2;4;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2174;1;2;3;3;3;3;2;3;2;3;2;1;3;3;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3
2175;1;2;3;2;2;2;2;1;2;1;2;1;2;3;1;2;1;2;3;3;2;2;3;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;0
2176;1;2;3;2;1;3;2;2;1;1;1;1;2;1;1;3;4;2;1;3;2;2;3;2;2;1;1;2;1;2;1;2;2;3;1;2;2;3;0
2177;0;2;3;3;2;3;3;3;2;3;2;2;2;2;2;2;3;2;2;3;2;1;2;2;3;2;3;2;2;2;3;1;3;3;2;3;3;3;0
2178;1;2;2;2;2;2;1;4;2;2;1;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2179;0;2;2;2;2;3;2;3;2;2;2;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2180;0;3;3;3;3;3;2;3;3;2;2;3;4;3;3;2;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
2181;1;2;2;2;2;2;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;0
2182;1;1;2;2;2;3;1;2;1;2;1;2;1;2;1;2;2;2;3;3;2;1;3;3;3;1;2;2;2;2;1;2;1;2;2;2;3;3;0
2183;1;2;2;4;4;2;2;4;3;3;2;3;2;3;2;2;2;2;2;3;2;2;2;2;4;2;1;2;2;3;1;2;2;2;3;3;2;2;3
2184;1;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2185;1;2;3;3;3;3;3;4;3;2;3;2;3;3;3;2;2;2;2;3;2;2;3;2;4;2;2;2;2;3;2;2;3;3;2;2;2;3;3
2186;1;2;4;4;4;3;4;2;2;1;4;2;4;4;1;2;2;2;2;2;2;2;3;3;2;1;1;1;4;1;1;1;1;1;1;1;1;1;0
2187;1;2;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;2;3;3;2;2;2;2;2;2;3;3;3;2;3;3;3;2;3;2;2;3
2188;1;2;3;3;2;2;2;2;2;2;3;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;0
2189;1;2;3;3;3;3;2;2;3;2;2;2;3;2;2;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2190;1;2;3;2;1;3;2;2;2;1;2;1;2;2;1;2;1;1;1;1;1;1;4;1;1;2;1;1;3;1;2;1;1;1;1;1;1;1;1
2191;1;2;3;3;3;3;2;1;3;2;3;2;3;3;1;3;4;1;2;2;1;1;4;3;3;1;1;1;1;1;1;2;1;2;2;2;2;1;0
2192;0;4;4;4;4;2;1;3;4;2;2;1;4;2;2;3;4;2;2;2;2;2;3;3;3;2;2;3;2;2;1;3;3;4;3;2;3;3;3
2193;1;2;3;3;3;3;2;2;2;1;2;1;3;2;1;2;3;1;1;2;1;1;3;2;3;1;2;1;1;1;1;2;2;3;1;2;1;2;1
2194;1;1;2;2;2;4;1;2;2;2;2;2;3;2;2;1;2;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2195;1;2;2;2;3;3;2;3;2;2;2;2;3;3;2;3;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2196;1;1;2;1;2;3;2;1;1;2;2;1;2;3;1;1;1;2;1;1;3;2;2;1;1;1;1;2;2;2;1;1;3;1;2;1;1;1;1
2197;1;3;3;3;3;3;2;4;2;3;3;4;3;4;2;2;3;2;2;3;3;2;2;2;3;3;3;3;3;2;1;3;2;3;2;3;3;3;3
2198;1;3;3;3;3;2;3;4;3;2;3;2;4;4;3;3;3;2;1;2;3;2;2;2;3;2;2;2;2;2;1;2;2;3;2;2;3;2;3
2199;1;2;3;2;2;3;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
2200;1;3;4;3;3;4;3;4;3;3;2;1;3;3;2;2;3;2;2;3;2;2;3;2;4;2;2;3;1;2;1;2;2;2;2;1;2;4;3
2201;1;2;2;2;2;3;2;3;2;2;2;2;2;3;2;3;3;1;2;2;1;1;3;2;3;1;2;1;2;1;1;1;1;2;2;2;2;2;1
2202;1;3;3;3;3;3;3;3;3;3;3;3;4;3;2;3;3;2;2;2;3;3;2;2;3;2;2;3;2;2;2;2;2;3;3;3;3;3;3
2203;1;3;4;4;4;3;2;4;4;1;4;3;4;4;3;4;4;2;2;3;2;2;2;4;4;2;4;4;3;4;2;4;4;4;3;4;2;4;2
