;A11;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;cluster
171;1;2;3;2;2;4;2;2;3;1;2;2;3;4;2;2;4;2;2;3;2;2;3;3;2;3;2;2;3;2;2;3;2;3;2;3;3;3;3
172;0;2;2;2;2;3;2;3;2;3;1;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;2;2;0
173;0;2;2;3;2;3;2;3;3;2;2;1;2;2;3;2;3;2;2;3;3;2;3;3;3;2;3;2;3;2;3;2;3;2;2;2;2;2;0
174;1;2;2;3;3;4;2;2;2;3;3;2;2;3;2;2;3;1;1;1;1;1;2;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1
175;1;3;3;3;3;1;1;3;2;1;3;2;3;4;1;3;2;1;2;3;2;1;4;3;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0
176;1;2;4;1;2;3;1;2;2;2;2;2;3;4;2;2;4;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
177;0;3;2;2;2;2;2;2;3;2;3;2;3;2;2;3;3;2;1;2;2;2;3;3;2;2;2;2;1;2;2;2;2;3;2;3;2;2;0
178;1;2;4;3;3;4;2;3;3;4;3;2;3;4;3;2;4;2;2;2;3;2;3;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3
179;1;3;3;3;3;1;2;3;1;2;3;1;3;3;2;3;3;1;1;2;2;1;3;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;0
180;0;2;3;3;3;3;3;3;3;2;2;2;3;4;2;2;4;2;2;3;3;2;2;3;3;2;3;2;3;2;2;3;3;3;3;3;2;3;3
181;1;2;4;3;4;3;4;4;3;4;4;4;3;4;4;3;4;2;2;2;3;2;1;3;3;3;2;2;4;3;2;4;4;3;3;3;4;4;2
182;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;0
183;1;3;3;3;3;4;2;3;3;3;3;3;3;4;3;3;4;3;2;2;2;2;3;3;3;2;2;2;2;2;2;3;2;3;2;3;3;2;3
184;1;3;3;4;4;3;2;3;3;1;2;2;4;3;3;3;2;2;2;2;2;2;3;3;2;3;2;2;3;3;3;2;3;2;2;2;2;2;3
185;1;1;2;2;2;3;2;3;2;3;2;1;3;2;2;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;2;3;0
186;1;1;2;2;2;3;2;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1
187;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1
188;1;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;3;4;4;4;4;4;4;4;2
189;1;2;2;2;3;2;2;1;3;2;2;2;3;2;1;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0
190;1;2;3;2;3;3;2;2;2;3;2;2;3;3;2;2;3;2;2;2;2;2;2;2;3;2;3;1;2;1;1;1;2;1;2;2;3;2;0
191;0;4;3;4;4;2;4;3;4;2;3;4;4;3;3;4;4;2;2;2;3;3;2;3;3;3;2;3;2;3;2;3;3;4;3;3;2;2;2
192;1;3;3;2;3;1;1;2;2;1;4;1;4;3;1;4;1;1;2;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
193;0;1;1;1;2;4;1;3;1;1;1;1;1;1;1;1;2;1;1;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
194;0;1;3;3;4;2;3;4;4;2;2;2;3;2;4;2;4;1;1;4;3;2;4;2;4;3;3;3;3;4;4;3;4;4;2;4;3;4;2
195;1;2;2;2;2;2;2;4;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;1;2;2;2;2;2;2;0
196;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
197;1;2;2;2;2;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;0
198;1;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;0
199;1;2;3;3;3;2;2;3;3;1;3;1;4;3;3;3;2;1;1;3;1;1;4;2;1;2;2;2;2;2;1;2;3;2;1;2;2;1;0
200;0;2;3;3;3;4;3;2;3;2;2;2;3;3;3;2;2;2;3;2;3;2;4;2;2;2;3;2;3;3;2;3;3;2;2;2;3;2;3
201;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
202;1;2;3;3;2;3;2;2;2;2;2;1;3;3;1;2;4;1;2;3;1;2;3;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;0
203;0;3;2;3;3;3;2;2;3;3;2;1;3;4;2;2;2;1;2;2;3;2;3;2;4;2;2;2;2;2;1;2;2;2;1;3;1;3;0
204;1;2;3;2;2;2;1;2;1;1;2;2;3;2;1;2;2;1;2;3;2;1;4;3;2;2;1;1;2;1;1;1;2;2;2;2;2;2;1
205;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
206;1;2;2;3;3;4;3;4;3;3;2;2;3;3;3;2;4;2;1;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;3;3;3;3
207;1;2;2;2;2;2;3;2;2;3;2;2;3;1;1;2;3;2;1;1;2;1;3;1;3;1;1;2;2;2;1;1;2;1;1;1;1;2;1
208;0;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
209;1;2;4;4;4;3;3;1;3;3;4;3;2;4;3;3;4;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3
210;1;2;2;3;3;3;3;3;2;2;2;2;3;2;2;2;3;2;1;2;2;1;3;2;3;2;3;2;2;2;3;2;3;3;2;2;2;2;0
211;1;2;2;2;2;3;2;2;2;1;2;2;2;2;1;2;2;2;2;3;2;2;3;2;3;1;2;1;1;1;2;2;2;2;2;2;1;1;0
212;0;4;4;4;4;4;2;4;4;4;4;4;4;4;2;4;4;3;4;3;3;3;2;3;4;2;3;3;2;4;2;4;3;4;4;4;4;4;2
213;0;3;4;4;4;3;3;4;4;2;3;3;4;4;2;2;4;3;2;2;2;2;2;3;2;2;2;3;2;3;2;3;3;3;3;3;3;2;3
214;1;2;2;2;2;2;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;1;1;1;1
215;1;2;2;2;3;3;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0
216;1;2;3;3;3;3;2;2;3;2;1;2;3;3;1;2;3;2;2;3;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
217;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;2;1;1;1;3;3;1;1;1;1;4;1;1;3;1;1;1;1;1;1;1;1;1;1
218;0;3;3;3;4;2;2;2;3;3;4;2;4;3;4;3;3;1;2;2;2;1;3;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;0
219;0;2;2;1;2;4;3;4;2;1;2;1;3;2;1;2;3;1;1;4;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
220;1;1;2;1;2;1;2;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;1;1;2;1;1;2;1;2;1;2;1;1;2;2;2;1
221;1;2;3;3;3;2;2;3;3;2;3;3;2;4;2;2;2;1;1;3;1;2;2;2;3;1;1;1;1;2;1;1;2;3;3;3;2;2;0
222;1;2;2;4;4;3;2;1;3;2;2;1;3;1;2;2;2;2;2;1;2;2;1;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0
223;1;1;1;1;3;2;1;4;2;2;3;1;3;1;1;1;1;1;1;2;3;1;3;3;3;1;1;1;1;1;1;1;1;2;1;2;2;1;1
224;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;1;1;3;1;1;4;2;1;2;2;1;1;1;2;1;1;2;2;2;1;1;1
225;1;3;3;4;2;4;2;4;4;3;3;4;3;4;2;2;4;2;3;2;2;2;1;2;3;2;3;3;3;3;2;3;2;3;3;4;3;4;3
226;1;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;1;2;3;2;2;3;3;2;1;2;1;2;1;2;2;2;2;1;2;2;2;0
227;1;2;2;2;2;2;2;3;2;2;2;1;1;2;2;1;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
228;0;3;3;3;3;3;2;4;2;2;3;2;3;4;2;2;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;4;3
229;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;2;3;2;2;2;2;1;1;1;2;1;1
230;1;2;2;2;2;3;1;2;2;1;3;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
231;1;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;2;1;2;1;1;1;2;2;2;3;3;2;2;2;2;2;1;2;1;2;2;2;1
232;1;3;3;3;3;2;1;2;3;3;3;3;4;4;2;3;2;2;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3
233;1;4;4;3;3;1;4;4;4;2;4;3;4;2;4;4;3;3;1;3;1;3;1;1;2;3;3;4;2;3;1;4;4;4;2;3;1;2;3
234;1;1;3;3;2;3;1;4;2;2;2;2;2;3;2;2;3;1;2;3;2;2;2;2;4;2;3;2;2;2;2;2;2;2;2;4;2;2;0
235;1;2;2;2;2;2;2;2;2;2;1;2;1;1;3;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;1;1
236;1;3;4;4;3;2;2;1;4;1;2;2;4;3;3;3;2;1;2;2;2;2;3;2;1;2;3;1;3;2;3;2;3;2;1;2;2;1;0
237;1;1;1;1;1;3;3;2;1;1;1;1;2;1;1;1;2;1;1;4;1;1;4;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1
238;1;1;2;2;2;3;2;1;2;2;2;2;3;2;2;2;2;1;1;3;1;1;2;1;3;1;1;1;1;2;1;1;2;2;1;3;2;2;1
239;1;2;2;2;2;3;3;1;2;2;2;2;3;3;2;2;3;2;2;2;2;2;4;2;2;2;1;1;1;2;1;2;1;2;1;1;2;1;0
240;1;2;1;2;2;4;1;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
241;1;2;2;2;2;3;3;2;2;3;1;2;3;2;1;2;3;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;2;2;2;1;2;0
242;1;1;2;2;2;3;2;3;1;3;1;2;3;2;2;2;3;1;1;3;1;2;3;2;2;2;1;1;3;1;1;1;2;2;2;1;2;2;1
243;1;2;2;2;2;2;2;3;2;2;3;3;2;2;3;2;3;2;2;2;2;2;2;2;2;3;3;2;3;2;3;2;2;2;3;2;2;2;0
244;1;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;1;2;2;1;2;1;2;2;1;2;2;0
245;1;3;3;3;3;2;3;3;3;2;3;2;3;3;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
246;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;2;2;2;2;1
247;0;2;2;3;2;3;2;1;3;2;3;2;3;3;2;2;3;1;2;3;2;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0
248;1;2;2;3;3;1;3;1;2;1;2;1;2;2;2;1;1;1;1;3;1;1;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1
249;0;4;4;4;4;1;4;4;4;3;4;4;4;4;4;4;4;4;2;2;4;1;2;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;2
250;0;1;1;1;1;4;1;2;2;2;1;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
251;1;2;3;3;2;2;3;2;2;2;2;2;3;3;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;3;2;2;0
252;1;3;3;2;2;2;2;2;2;2;3;2;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
253;1;3;2;2;2;3;3;3;2;2;2;2;3;2;2;2;3;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;0
254;1;2;2;2;1;1;1;2;2;1;2;2;2;1;1;2;3;1;1;3;1;1;2;2;3;1;2;1;2;1;2;1;1;1;1;2;1;2;1
255;1;3;2;2;3;2;3;3;3;2;3;2;3;3;2;3;3;2;2;3;2;2;4;3;3;2;2;2;2;2;2;2;2;3;2;3;3;2;3
256;1;3;3;3;2;3;2;3;2;2;2;2;3;2;2;3;3;3;1;3;3;3;2;3;3;3;3;3;2;1;3;3;3;3;2;3;2;2;3
257;1;1;2;2;3;3;3;3;2;2;2;2;2;4;1;1;3;1;2;3;2;1;3;2;2;1;1;1;1;1;1;1;2;1;2;2;1;2;1
258;1;1;2;1;2;3;2;1;1;2;2;1;2;1;1;2;2;1;1;3;1;1;4;1;3;1;2;2;1;2;2;2;2;2;2;2;2;2;1
259;1;2;4;4;4;2;2;4;3;1;2;1;4;4;2;2;4;2;2;3;1;2;3;2;4;2;3;3;3;3;2;3;3;3;3;3;3;3;3
260;1;3;3;3;3;3;2;3;3;3;2;2;3;3;1;2;3;3;2;3;2;2;3;3;2;1;1;1;1;1;1;1;1;3;1;2;2;2;0
261;1;3;3;3;3;3;2;3;3;3;3;2;4;2;3;3;3;1;2;3;2;3;2;2;3;3;3;2;3;3;2;3;3;3;2;2;3;3;3
262;0;2;3;4;4;3;2;4;2;2;3;2;4;4;3;2;2;2;2;3;2;2;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;4;3
263;1;2;3;4;4;3;3;4;2;2;3;2;4;4;2;2;4;1;1;3;2;1;3;2;1;2;2;2;2;2;1;2;2;2;1;2;2;1;0
264;1;2;2;1;1;2;2;2;1;1;2;1;2;1;1;2;2;1;2;4;2;1;4;2;3;1;1;1;1;1;2;1;2;2;2;3;1;2;1
265;1;1;1;1;1;2;1;3;1;2;1;1;2;1;1;1;2;1;1;3;1;1;3;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1
266;1;2;2;2;1;2;1;1;2;2;2;1;3;3;2;2;2;1;1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;0
267;0;2;2;3;2;3;2;3;2;2;2;1;3;3;2;1;3;1;2;4;2;2;4;2;2;2;2;3;3;2;2;2;3;2;2;2;1;2;0
268;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
269;1;2;4;4;4;4;3;4;2;2;3;1;4;4;2;3;4;2;2;4;2;1;4;2;4;2;2;3;3;2;2;2;3;2;2;2;2;2;3
270;1;3;4;4;3;4;1;4;4;4;4;3;4;4;4;4;4;2;2;2;2;2;3;2;3;1;2;3;2;2;1;3;2;3;3;3;3;3;3
271;1;2;4;4;4;2;1;4;4;2;4;2;4;4;2;3;4;2;1;3;2;2;3;2;2;1;1;1;2;1;2;2;2;2;3;2;1;2;3
272;1;2;2;2;2;1;3;1;1;1;3;2;3;3;2;1;3;2;2;3;2;3;3;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;0
273;1;2;3;4;2;3;2;2;2;4;3;2;3;3;2;3;2;1;1;2;1;1;3;1;2;2;1;2;3;2;2;2;2;1;2;2;2;2;0
274;1;2;3;3;2;3;3;2;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;2;2;2;2;2;2;3;2;2;2;3;2;3;3;2;0
275;1;1;3;2;2;2;2;3;2;3;3;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;0
276;1;4;4;4;4;2;2;4;4;3;4;4;4;4;4;4;4;1;2;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3
277;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
278;0;4;1;4;4;3;4;3;4;4;1;2;4;2;4;3;2;2;1;2;2;1;3;3;2;3;3;3;4;3;2;3;2;1;1;2;2;3;3
279;1;2;3;3;3;3;2;4;2;2;2;3;2;3;2;2;3;2;2;3;2;2;2;1;4;2;3;2;2;2;2;2;4;2;2;3;1;4;3
280;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
281;1;2;3;1;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;3;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;0
282;1;1;1;1;1;2;3;3;2;3;1;1;2;1;2;1;2;1;1;4;1;1;4;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1
283;1;2;3;3;3;3;2;3;3;2;3;2;3;2;2;3;4;2;3;3;2;2;2;3;3;2;2;3;2;2;2;2;3;2;2;3;2;3;3
284;1;2;1;3;3;4;1;4;1;2;2;1;3;4;1;2;2;1;1;1;1;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1
285;1;2;2;3;3;3;2;2;3;2;3;2;3;4;2;2;3;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;0
286;1;2;2;2;3;3;2;3;3;4;3;3;2;4;3;2;4;3;2;2;3;3;2;2;3;2;3;3;2;3;2;3;3;3;2;3;2;3;3
287;1;3;4;2;3;2;2;1;3;3;4;2;4;2;2;3;2;1;2;1;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0
288;1;2;3;2;2;2;2;1;1;2;1;1;2;3;2;2;2;2;1;3;2;2;4;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;0
289;1;2;2;2;2;4;3;3;2;1;2;2;3;2;2;1;2;2;2;3;3;2;4;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;0
290;1;2;2;2;2;3;2;2;2;1;1;1;2;1;1;1;1;2;1;3;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
291;0;4;3;4;4;4;2;4;4;4;4;4;3;4;2;3;4;3;2;1;2;2;4;3;4;1;1;1;2;2;1;4;3;3;2;4;4;4;3
292;1;3;3;3;3;2;2;2;3;1;2;2;4;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
293;1;4;4;4;3;3;2;4;3;2;3;1;4;3;2;4;3;2;2;2;3;2;3;2;2;2;2;2;3;1;2;2;2;2;3;2;2;2;3
294;1;1;2;2;2;4;2;4;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;0
295;1;4;4;4;4;2;2;4;4;4;4;4;4;4;3;3;4;3;2;2;3;4;1;4;4;3;4;4;3;4;2;4;3;4;4;4;4;3;2
296;1;2;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;0
297;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
298;1;2;2;2;2;2;2;4;2;1;2;2;3;4;1;2;2;1;2;2;3;1;4;2;4;2;2;2;2;2;1;2;2;3;2;2;2;4;0
299;1;2;2;2;2;3;3;2;2;1;2;1;3;2;2;1;2;1;1;3;2;2;3;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1
300;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
301;1;2;2;3;1;1;2;1;3;1;3;1;3;4;3;3;1;2;2;2;3;2;2;3;1;2;2;1;2;1;2;2;2;2;2;2;1;1;0
302;1;2;3;3;3;3;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
303;1;2;3;3;2;2;2;1;2;1;1;1;3;2;2;2;2;1;2;3;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1
304;1;2;3;4;3;3;2;3;2;1;4;1;3;4;2;2;2;2;2;3;2;2;3;4;4;1;2;2;2;1;1;1;1;2;2;3;2;2;0
305;1;2;3;4;2;1;3;3;3;2;2;2;4;2;1;2;3;1;1;3;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;0
306;1;2;3;4;2;3;1;1;2;2;2;1;4;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
307;1;2;3;4;3;2;2;3;2;3;3;2;2;4;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
308;1;1;4;3;1;3;2;2;3;2;3;1;2;3;3;1;3;2;2;3;2;2;3;2;4;2;2;2;2;2;2;2;3;2;3;1;1;2;0
309;1;2;3;2;2;3;2;2;3;2;2;2;3;2;2;2;2;2;1;2;2;2;3;2;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1
310;1;2;2;2;1;2;2;1;2;1;2;1;2;1;1;2;2;1;2;2;2;1;3;2;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1
311;1;2;3;3;3;2;2;2;2;1;3;2;3;3;2;2;4;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;0
312;1;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;2;2;1;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2
313;0;2;2;2;2;2;2;2;3;2;2;2;3;3;2;3;3;2;2;2;3;2;2;2;4;2;2;2;2;2;1;2;2;3;2;3;4;4;3
314;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;3;2;3;2;2;1;2;1;2;2;2;2;2;3;3;2;0
315;0;2;2;2;2;3;2;2;2;2;1;2;2;1;2;2;2;2;1;3;2;2;3;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0
316;1;3;3;4;4;2;2;4;4;3;4;3;4;4;3;3;4;2;1;3;2;2;3;3;3;3;2;4;2;3;2;2;4;3;3;4;2;4;3
317;0;2;2;2;2;3;2;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
318;1;2;2;2;2;3;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
319;1;3;3;3;3;2;2;2;3;2;3;2;3;3;3;3;3;2;2;2;2;2;3;4;2;3;3;2;3;2;3;2;3;3;2;3;2;2;3
320;1;2;2;2;2;2;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;0
321;1;3;3;3;2;2;2;3;3;2;2;3;3;2;3;2;4;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;3;3
322;0;2;2;2;2;2;4;4;4;1;2;1;3;2;2;4;2;1;1;3;3;2;2;3;4;2;2;1;2;1;4;1;1;2;1;2;1;2;0
323;1;2;3;2;3;3;2;2;3;3;3;1;3;3;1;2;3;2;2;2;2;1;4;2;3;2;2;1;2;1;2;2;2;1;2;2;2;1;0
324;1;2;1;1;2;3;2;3;2;2;3;2;2;2;2;2;3;2;1;3;2;2;3;2;2;1;2;1;1;2;1;1;2;2;2;2;2;2;0
325;0;2;2;3;3;2;3;3;2;2;3;2;2;3;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;3;2;3;0
326;1;4;4;4;4;2;1;4;4;2;3;4;4;4;4;3;4;1;2;2;1;3;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;3
327;1;2;2;2;3;2;2;1;2;2;2;1;3;2;2;2;1;1;2;3;3;2;3;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;0
328;1;1;2;3;3;3;3;2;1;2;1;1;2;1;3;1;2;1;1;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
329;1;4;4;4;4;4;4;4;1;4;4;2;4;4;1;3;2;1;2;2;3;1;1;1;2;2;2;1;2;3;2;3;1;2;3;2;1;2;3
330;0;2;3;2;2;4;3;4;2;2;1;2;2;2;2;2;3;2;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;4;0
331;1;3;3;3;3;2;2;3;3;2;3;1;4;3;2;3;3;2;2;3;2;1;3;3;4;2;3;2;2;2;2;2;1;3;2;3;2;2;3
332;1;2;3;3;3;2;2;2;3;2;3;2;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
333;0;2;4;4;4;4;4;4;4;4;4;2;4;4;2;2;4;2;2;2;4;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3
334;0;1;1;2;2;2;4;3;2;1;2;1;3;2;1;2;2;1;1;3;3;1;4;2;3;4;2;1;2;1;3;1;1;2;2;3;2;3;0
335;1;2;2;2;2;2;1;1;3;1;3;1;3;2;2;3;3;1;2;2;1;2;4;3;1;2;3;3;4;2;3;2;2;2;1;2;2;2;0
336;0;2;4;4;4;4;4;4;4;4;2;2;4;4;3;2;4;2;4;3;4;2;4;4;4;3;4;2;4;4;4;2;4;4;2;4;3;4;2
337;0;2;2;3;3;4;3;3;3;3;2;1;2;2;2;1;2;2;1;3;2;2;3;2;1;3;2;3;1;2;2;3;3;3;2;3;3;2;0
338;1;3;3;3;3;3;3;3;3;2;3;2;3;4;3;3;3;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
339;1;3;4;4;4;3;3;4;4;4;4;3;3;4;2;4;4;2;1;3;2;2;2;2;2;2;2;4;3;3;2;2;2;3;4;4;3;3;3
340;1;2;3;2;2;3;2;4;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;0
341;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
