;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;cluster
2847;1;0;0;0;1;5.0;0.0;35;15;25;5;4;4;3;3;3;3;2;5;4;4;5;5;5;5;5;4;2
2848;1;0;1;0;3;0.0;2.0;3;3;1;0;3;3;3;4;3;3;4;5;5;5;5;5;5;5;5;5;4
2849;1;0;1;0;1;2.0;0.0;4;4;2;1;4;3;4;3;4;4;4;3;3;4;2;5;5;2;2;3;0
2850;1;0;0;0;1;1.0;0.0;1;1;1;0;3;3;3;3;3;2;4;2;4;4;3;1;1;3;5;2;3
2851;1;0;0;0;1;1.0;0.0;5;4;0;0;3;3;4;4;4;2;4;5;5;5;5;5;5;5;5;5;1
2852;0;1;0;0;2;0.0;1.0;0;0;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2853;1;0;1;0;1;2.0;0.0;15;15;15;5;3;3;3;3;2;1;2;3;2;2;2;3;2;3;3;3;3
2854;1;1;1;0;1;5.0;0.0;10;10;8;3;4;4;3;3;4;3;3;5;5;5;5;5;5;5;5;5;1
2855;1;0;0;0;1;1.0;0.0;20;10;5;1;1;3;2;3;3;1;2;3;2;4;5;5;5;5;5;3;0
2856;1;0;0;0;1;1.0;0.0;15;20;15;2;4;4;3;3;4;4;3;5;5;5;5;5;5;5;5;5;2
2857;1;0;0;0;1;5.0;0.0;10;10;10;2;4;4;4;4;3;4;2;4;3;1;5;5;4;1;4;3;0
2858;0;1;0;0;2;0.0;2.0;7;8;7;4;4;4;4;4;3;4;4;5;5;5;5;5;5;5;4;5;4
2859;0;1;1;0;2;0.0;2.0;1;1;1;0;4;4;4;4;3;4;2;5;5;5;5;5;5;5;5;5;4
2860;1;0;0;0;1;2.0;0.0;3;6;3;1;4;4;3;3;2;2;4;4;4;4;4;4;4;4;4;4;0
2861;1;0;0;0;1;5.0;0.0;5;6;2;1;3;2;3;2;2;1;2;4;3;4;5;5;5;4;4;4;0
2862;1;0;0;0;1;4.0;0.0;4;2;4;0;4;4;4;4;3;3;4;5;4;5;5;5;5;5;5;5;1
2863;0;1;0;0;2;0.0;1.0;10;10;5;2;3;4;4;4;3;4;1;4;4;5;5;5;5;5;5;4;4
2864;1;0;0;0;1;2.0;0.0;3;2;3;1;4;3;4;4;3;3;4;4;4;5;5;5;5;5;4;4;1
2865;1;0;1;0;1;3.0;0.0;2;1;1;1;3;3;3;3;4;3;4;5;5;5;5;4;5;5;4;5;1
2866;0;0;1;0;3;0.0;3.0;10;2;2;4;4;3;4;3;1;1;2;3;3;5;5;5;5;4;3;3;0
2867;1;0;0;0;1;3.0;0.0;2;2;3;2;2;3;4;4;4;4;4;4;5;5;5;5;5;5;4;5;1
2868;0;0;1;0;3;0.0;1.0;2;2;2;1;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;4
2869;1;0;0;0;1;1.0;0.0;3;5;1;0;4;3;4;3;4;2;2;4;4;5;5;3;5;5;4;5;1
2870;1;0;1;0;1;3.0;0.0;14;20;6;0;1;3;4;3;3;4;2;4;4;4;4;4;4;4;4;4;0
2871;1;0;1;0;1;2.0;0.0;2;4;1;0;2;3;2;4;4;4;3;4;4;5;5;5;5;4;4;4;0
2872;0;0;1;0;3;0.0;4.0;2;3;2;1;4;4;4;4;3;3;4;5;5;4;4;4;5;4;5;4;4
2873;0;1;0;0;2;0.0;2.0;2;2;1;1;4;4;4;4;4;4;3;2;2;5;5;5;5;5;4;3;4
2874;1;0;0;0;1;3.0;0.0;10;15;5;5;1;1;4;4;2;1;3;4;4;5;5;5;5;4;4;3;0
2875;0;1;0;0;2;0.0;1.0;1;2;1;0;4;4;4;4;3;4;4;5;5;5;5;5;5;5;4;5;4
2876;1;0;0;0;1;3.0;0.0;1;1;1;0;3;3;4;3;4;4;4;5;3;5;5;5;5;5;5;5;1
2877;0;1;0;0;2;0.0;1.0;0;0;0;0;4;4;4;4;4;4;3;4;4;5;5;5;5;5;4;4;4
2878;1;0;0;0;1;4.0;0.0;5;5;3;0;4;3;4;4;2;2;4;5;5;5;5;5;5;5;4;4;1
2879;0;1;0;0;2;0.0;1.0;15;6;3;0;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;4
2880;1;1;0;0;1;2.0;0.0;5;3;3;0;4;3;3;4;3;3;2;3;3;5;4;4;3;5;3;5;0
2881;1;0;1;0;1;5.0;0.0;3;2;1;1;1;2;3;3;3;2;4;4;4;5;5;5;5;5;4;4;0
2882;0;1;0;0;2;0.0;2.0;4;6;1;1;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
2883;1;0;1;0;1;5.0;0.0;8;12;6;4;4;4;3;3;3;1;4;4;4;4;4;4;4;4;4;4;0
2884;1;0;0;0;1;1.0;0.0;30;20;20;10;1;3;1;1;1;1;2;4;4;5;5;5;5;5;4;5;2
2885;1;1;1;0;1;2.0;0.0;15;10;3;1;4;4;3;3;2;3;2;5;5;5;5;4;3;3;5;5;0
2886;1;0;0;0;1;3.0;0.0;5;10;5;1;3;3;3;3;2;2;3;4;4;4;5;5;5;5;4;4;0
2887;1;0;1;0;3;0.0;2.0;2;3;1;1;3;3;3;4;3;2;4;3;3;4;4;2;3;3;4;4;0
2888;1;0;0;0;1;1.0;0.0;9;12;6;2;4;4;3;3;3;2;2;4;4;4;5;5;5;5;4;4;0
2889;1;0;1;0;1;5.0;0.0;9;20;9;5;4;4;4;4;4;2;1;4;4;5;5;5;5;5;4;4;2
2890;1;0;1;0;1;5.0;0.0;15;20;15;8;3;3;3;3;1;1;1;4;4;4;5;5;4;4;4;5;2
2891;1;0;1;0;1;1.0;0.0;1;1;4;0;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
2892;1;0;0;0;1;3.0;0.0;1;2;0;0;3;3;3;3;3;3;4;5;4;5;5;4;5;5;5;4;1
2893;1;0;1;0;1;5.0;0.0;20;15;15;10;4;4;3;3;2;1;1;3;3;3;3;3;3;3;3;3;3
2894;1;0;1;0;1;2.0;0.0;1;1;0;0;1;1;1;1;3;3;4;5;5;5;5;5;5;5;5;5;0
2895;1;0;1;0;1;1.0;0.0;1;1;0;0;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;1
2896;1;0;0;0;1;1.0;0.0;2;1;0;0;2;3;4;4;4;3;4;5;5;5;5;5;5;5;5;5;1
2897;1;0;1;0;1;4.0;0.0;4;6;3;1;3;2;3;4;4;3;3;4;3;5;4;4;5;4;4;4;0
2898;1;0;1;0;1;1.0;0.0;1;2;1;0;4;4;4;4;4;4;3;3;4;4;5;5;5;5;4;5;1
2899;1;0;0;0;1;3.0;0.0;10;25;10;2;1;2;1;3;4;2;2;4;4;4;3;5;5;4;4;4;0
2900;1;0;0;0;1;1.0;0.0;50;50;0;0;3;3;3;3;4;2;4;2;2;2;2;2;3;2;2;2;3
2901;0;1;0;0;2;0.0;1.0;3;7;1;1;4;4;4;3;4;4;4;5;5;5;4;5;5;5;5;5;4
2902;1;1;1;0;1;2.0;0.0;4;5;2;0;4;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;1
2903;1;0;0;0;1;1.0;0.0;1;1;1;0;1;3;3;4;3;2;4;3;3;4;3;4;3;3;3;4;0
2904;0;0;1;0;3;0.0;2.0;1;1;1;1;3;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2905;1;0;1;0;3;0.0;1.0;1;5;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2906;1;0;0;0;1;1.0;0.0;6;3;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
2907;1;0;1;0;1;5.0;0.0;1;2;1;0;3;3;3;3;3;2;4;4;3;5;4;5;5;3;5;4;0
2908;1;0;0;0;1;1.0;0.0;10;20;10;5;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;1
2909;1;0;0;0;1;4.0;0.0;7;7;4;2;3;3;3;3;3;3;2;4;4;5;5;5;5;4;4;5;0
2910;1;0;0;0;1;1.0;0.0;1;1;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
2911;1;0;1;0;3;0.0;4.0;2;2;2;1;3;4;2;2;3;3;3;3;4;5;3;5;5;4;4;3;0
2912;1;0;0;0;1;2.0;0.0;1;4;1;0;4;3;3;3;2;2;2;4;4;4;4;4;4;4;4;4;0
2913;1;0;0;0;1;3.0;0.0;1;2;0;0;4;4;4;4;4;4;3;4;4;5;4;5;5;4;4;5;1
2914;0;1;0;0;2;0.0;1.0;3;3;3;4;1;1;1;1;3;1;1;1;1;1;5;5;5;5;1;5;3
2915;1;0;0;0;1;3.0;0.0;2;2;1;0;4;4;4;4;3;3;4;5;4;5;5;5;5;5;5;5;1
2916;1;0;0;0;1;1.0;0.0;10;30;10;0;3;3;3;3;4;3;4;4;4;5;5;5;5;5;4;5;2
2917;0;1;0;0;2;0.0;1.0;2;3;2;1;4;4;4;4;3;3;2;5;5;5;5;5;5;5;5;5;4
2918;1;0;0;0;1;3.0;0.0;5;2;5;1;4;4;3;4;3;4;3;4;4;5;5;5;5;5;5;4;1
2919;1;0;1;0;1;3.0;0.0;6;6;3;0;3;3;3;3;3;1;4;5;4;5;5;5;5;5;5;5;1
2920;1;0;0;0;1;1.0;0.0;8;8;8;1;3;3;3;4;3;2;2;5;5;4;5;5;4;4;5;5;1
2921;1;0;1;0;1;1.0;0.0;2;10;2;1;4;4;4;4;4;1;1;5;5;5;5;5;5;5;5;5;1
2922;1;1;0;0;2;0.0;1.0;2;2;1;0;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;0
2923;1;0;1;0;1;1.0;0.0;8;8;5;1;3;4;3;3;4;2;3;4;3;5;5;5;5;5;4;4;0
2924;1;0;0;0;1;1.0;0.0;15;20;5;1;4;4;3;3;3;1;4;5;3;5;5;5;5;5;4;5;1
2925;0;1;0;0;2;0.0;2.0;1;1;1;0;4;4;4;4;4;4;2;4;4;3;5;4;4;4;4;4;4
2926;0;1;0;0;2;0.0;1.0;3;1;1;0;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
2927;1;0;0;0;1;3.0;0.0;1;1;1;0;4;4;4;4;3;2;3;5;5;5;5;5;5;5;5;5;1
2928;1;1;1;0;3;0.0;2.0;2;3;2;1;3;3;3;3;3;3;3;4;4;4;5;4;5;4;4;2;0
2929;1;0;0;0;1;1.0;0.0;1;2;1;1;4;4;4;4;3;2;4;5;3;5;5;5;5;5;5;5;1
2930;1;0;1;0;3;0.0;4.0;1;2;0;0;3;3;4;4;4;3;4;4;4;5;5;5;5;5;4;5;4
2931;1;0;1;0;1;1.0;0.0;1;1;1;0;4;4;4;4;3;3;3;4;4;4;4;4;5;4;4;4;0
2932;0;1;1;0;3;0.0;2.0;2;2;2;1;4;4;4;4;3;3;3;4;4;4;5;5;5;5;4;5;4
2933;0;1;0;0;2;0.0;1.0;0;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2934;1;0;1;0;1;1.0;0.0;10;15;10;2;3;4;3;3;3;2;2;4;4;5;4;5;5;5;5;4;2
2935;1;0;1;0;1;1.0;0.0;1;1;1;0;3;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
2936;1;0;0;0;1;2.0;0.0;1;2;1;0;2;2;3;3;4;4;4;4;5;4;5;3;5;5;5;5;1
2937;1;0;0;0;1;1.0;0.0;4;6;2;2;4;4;4;4;3;2;4;4;4;4;4;4;4;4;4;3;0
2938;1;0;0;0;1;5.0;0.0;5;10;5;0;4;4;3;3;4;4;4;5;5;5;5;5;5;5;5;5;1
2939;0;1;0;0;2;0.0;2.0;1;2;1;0;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;3
2940;1;0;0;0;1;3.0;0.0;30;20;25;0;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;2
2941;1;0;1;0;3;0.0;2.0;1;1;1;0;4;3;3;3;4;3;3;5;4;5;5;5;5;4;5;5;4
2942;1;0;1;0;1;4.0;0.0;5;3;2;1;4;4;3;4;3;3;4;4;5;5;5;4;5;4;4;5;1
2943;1;0;0;0;1;2.0;0.0;5;10;5;1;4;4;3;3;3;1;4;5;5;5;5;5;5;5;5;5;1
2944;1;0;0;0;1;2.0;0.0;2;3;2;1;4;3;4;4;3;2;2;2;3;4;4;4;4;4;4;4;0
2945;1;0;0;0;1;2.0;0.0;2;3;2;1;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;1
2946;1;0;0;0;1;2.0;0.0;5;5;3;0;2;2;2;2;3;3;4;4;4;4;4;4;4;4;4;4;0
2947;1;0;0;0;1;3.0;0.0;1;1;1;0;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;1
2948;1;0;0;0;1;2.0;0.0;1;3;2;0;3;3;4;3;3;3;3;5;5;5;5;5;5;5;5;5;1
2949;1;0;0;0;1;1.0;0.0;1;1;0;0;2;1;3;3;4;4;4;5;5;5;5;5;5;5;4;4;1
2950;1;0;0;0;1;2.0;0.0;10;18;10;3;4;3;4;3;3;2;3;4;4;5;5;5;5;5;4;5;2
2951;1;0;0;0;1;1.0;0.0;1;2;1;0;4;3;4;4;4;4;3;5;5;5;5;5;5;5;5;5;1
2952;0;1;1;0;3;0.0;3.0;2;2;0;0;2;3;3;3;3;4;3;4;3;4;5;4;5;4;4;4;4
2953;1;0;0;0;1;4.0;0.0;3;3;3;1;3;2;3;4;3;3;4;4;4;4;5;5;5;4;4;4;0
2954;1;1;1;0;1;5.0;0.0;3;4;3;2;4;4;4;4;4;1;4;5;5;5;5;5;5;5;5;5;1
2955;1;0;0;0;1;2.0;0.0;2;2;2;1;4;4;4;4;3;3;4;5;3;5;5;5;5;5;5;5;1
2956;1;0;0;0;1;3.0;0.0;5;5;2;1;3;3;3;3;3;4;3;5;5;5;5;4;5;5;5;5;1
2957;0;0;1;0;3;0.0;2.0;1;1;2;0;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4
2958;1;0;0;0;1;2.0;0.0;4;6;6;0;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;1
2959;1;0;0;0;1;1.0;0.0;1;1;1;0;3;3;4;4;4;1;3;4;4;5;4;5;5;5;5;4;1
2960;0;1;0;0;2;0.0;1.0;3;3;2;1;4;4;4;4;3;3;3;3;5;4;2;3;5;4;5;2;4
2961;0;1;0;0;2;0.0;1.0;0;2;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2962;0;1;0;0;2;0.0;1.0;1;1;0;0;3;3;2;3;4;4;3;5;5;5;5;5;5;5;5;5;4
2963;1;0;0;0;1;2.0;0.0;7;8;10;0;4;3;4;4;4;3;2;4;4;4;4;4;4;4;4;4;0
2964;1;0;0;0;1;1.0;0.0;1;0;0;0;3;4;3;4;4;4;4;4;5;5;4;5;4;4;4;4;1
2965;0;0;1;0;3;0.0;1.0;0;0;0;0;3;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2966;1;0;0;0;1;1.0;0.0;8;8;6;1;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;1
2967;1;0;0;0;1;4.0;0.0;10;5;10;1;4;4;3;3;4;1;4;4;4;4;5;5;5;4;4;4;1
2968;0;1;0;0;2;0.0;1.0;5;5;2;1;4;4;4;4;3;4;3;5;5;5;5;5;5;5;5;5;4
2969;1;0;0;0;1;1.0;0.0;2;2;1;0;2;3;3;3;4;2;4;3;5;5;5;5;4;5;5;5;1
2970;1;0;0;0;1;1.0;0.0;15;10;12;3;4;4;3;3;3;2;4;4;4;4;5;4;5;4;4;4;2
2971;1;0;0;0;1;2.0;0.0;0;0;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
2972;0;0;1;0;3;0.0;2.0;2;2;2;1;4;3;4;3;3;3;4;4;4;5;5;5;5;5;4;4;4
2973;1;0;1;0;1;4.0;0.0;10;20;10;10;4;4;4;4;4;4;4;3;3;5;4;5;5;5;3;3;2
2974;1;0;0;0;1;2.0;0.0;2;2;2;0;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;1
2975;1;1;1;0;1;2.0;0.0;30;30;25;10;4;4;4;4;2;1;3;4;4;5;5;3;5;5;4;5;2
2976;1;0;1;0;1;1.0;0.0;2;7;2;0;1;1;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0
2977;1;0;0;0;1;2.0;0.0;2;4;2;0;2;2;2;2;4;3;4;5;4;5;5;5;5;5;4;4;0
2978;1;0;1;0;1;2.0;0.0;1;4;2;1;4;4;4;4;4;4;3;3;3;3;2;3;3;3;2;3;3
2979;1;0;0;0;1;1.0;0.0;1;1;1;1;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;1
2980;1;0;0;0;1;4.0;0.0;6;4;2;0;4;4;3;3;3;3;3;3;4;5;5;3;5;4;4;4;0
2981;1;0;0;0;1;2.0;0.0;12;12;8;6;4;4;3;3;3;1;3;5;5;5;5;5;5;5;5;5;2
2982;1;0;0;0;1;2.0;0.0;1;2;0;0;3;3;3;3;3;3;4;5;5;5;5;4;5;5;5;5;1
2983;0;1;0;0;2;0.0;1.0;3;2;1;0;1;4;4;4;3;4;2;5;5;5;5;5;5;5;5;5;4
2984;1;0;0;0;1;2.0;0.0;6;8;4;1;3;3;4;4;4;4;2;5;4;5;5;5;5;5;4;5;1
2985;1;0;0;0;1;3.0;0.0;1;1;1;0;4;3;3;3;3;3;2;4;4;4;5;5;4;4;4;4;0
2986;0;1;0;0;2;0.0;2.0;1;1;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
2987;1;0;1;0;1;1.0;0.0;25;15;5;1;3;3;3;3;1;1;2;4;4;4;5;4;4;5;4;4;2
2988;0;0;1;0;3;0.0;3.0;2;2;2;2;2;2;1;2;3;3;3;2;1;2;2;2;2;2;2;2;3
2989;1;0;1;0;1;3.0;0.0;1;0;0;0;3;4;3;4;4;4;3;4;4;5;5;4;5;4;4;5;1
2990;1;0;0;0;1;4.0;0.0;30;15;15;4;3;3;3;3;2;1;4;3;3;3;3;5;4;3;3;3;2
2991;1;0;0;0;1;2.0;0.0;1;1;0;0;4;4;3;3;4;1;4;5;5;5;5;5;5;5;5;5;1
2992;1;1;1;0;1;2.0;0.0;3;3;2;0;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;3
2993;1;0;0;0;1;1.0;0.0;1;2;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
2994;1;0;0;0;1;1.0;0.0;1;2;1;1;3;3;3;3;4;4;3;4;4;5;5;5;5;5;4;4;1
2995;1;0;0;0;1;2.0;0.0;1;1;1;0;4;4;3;3;4;2;4;4;3;5;5;5;5;5;4;5;1
2996;1;0;1;0;1;2.0;0.0;11;16;5;1;4;4;4;4;4;3;4;5;3;5;5;5;5;5;5;5;1
2997;1;0;1;0;1;3.0;0.0;6;6;5;3;4;4;4;4;3;4;4;5;5;5;2;5;5;4;5;5;1
2998;0;1;0;0;2;0.0;1.0;1;1;1;0;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;4
2999;1;0;0;0;1;3.0;0.0;4;4;0;0;3;3;3;3;3;2;4;4;4;5;4;5;5;5;4;4;0
3000;1;0;0;0;1;2.0;0.0;17;8;14;5;3;2;3;3;3;3;4;5;4;4;5;5;5;5;5;5;2
3001;0;1;0;0;2;0.0;1.0;5;5;2;0;3;3;3;4;4;4;4;5;4;5;5;5;4;5;5;4;4
3002;1;0;0;0;1;3.0;0.0;2;3;1;0;4;4;3;3;3;4;4;4;4;5;5;5;5;5;4;5;1
3003;1;0;1;0;1;4.0;0.0;30;30;20;2;4;4;4;4;1;1;2;2;2;2;2;2;2;2;2;2;3
3004;1;0;0;0;1;2.0;0.0;5;2;2;0;4;4;3;3;3;3;3;4;3;5;5;5;5;5;4;4;1
3005;1;0;0;0;1;5.0;0.0;10;10;8;2;2;2;2;3;2;1;1;4;4;3;5;5;5;3;4;3;0
3006;0;1;0;0;2;0.0;2.0;2;2;2;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3007;1;0;1;0;3;0.0;4.0;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3008;0;1;0;0;2;0.0;1.0;3;5;3;1;4;4;4;4;3;3;3;2;3;4;4;2;5;4;4;4;4
3009;1;0;0;0;1;1.0;0.0;2;1;2;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
3010;1;0;0;0;1;2.0;0.0;15;5;5;1;4;4;2;2;2;3;4;5;5;5;5;4;5;5;5;5;1
3011;1;0;0;0;1;3.0;0.0;3;4;5;1;3;3;4;4;3;2;3;5;5;5;5;5;5;5;5;5;1
3012;1;1;1;0;1;1.0;0.0;4;6;4;3;4;4;4;4;2;2;2;3;3;3;3;3;3;5;3;4;0
3013;1;0;0;0;1;2.0;0.0;2;2;1;0;4;4;4;4;4;3;4;4;4;5;5;4;5;5;4;4;1
3014;1;0;1;0;3;0.0;4.0;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3015;0;0;1;0;3;0.0;2.0;0;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3016;1;0;1;0;1;2.0;0.0;10;2;10;5;4;3;4;3;4;2;3;4;4;4;4;4;4;4;2;4;0
3017;0;1;0;0;2;0.0;1.0;1;0;0;0;4;4;4;4;4;4;4;5;3;5;5;5;5;5;5;5;4
3018;0;1;0;0;2;0.0;1.0;4;3;1;0;4;4;4;4;3;4;4;4;4;5;5;5;5;5;4;5;4
3019;1;0;0;0;1;3.0;0.0;10;48;10;3;3;3;3;3;2;2;3;2;4;4;4;4;4;4;3;3;2
3020;1;0;0;0;1;2.0;0.0;1;1;1;1;3;4;4;4;4;3;4;4;4;5;5;5;5;5;5;4;1
3021;1;0;0;0;1;4.0;0.0;8;4;4;0;4;4;2;3;4;2;4;5;5;5;5;5;5;5;5;5;1
3022;0;0;1;0;3;0.0;1.0;5;5;5;3;4;2;2;4;3;2;3;3;3;5;5;5;5;5;5;5;4
3023;0;1;0;0;2;0.0;1.0;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3024;1;0;1;0;1;2.0;0.0;1;2;1;0;3;3;2;2;4;2;4;5;5;5;5;5;5;5;5;5;1
3025;1;0;1;0;3;0.0;1.0;1;3;1;1;4;4;3;3;3;2;2;3;2;3;3;3;3;3;3;3;3
3026;1;0;0;0;1;4.0;0.0;6;8;3;1;4;3;4;4;3;3;3;3;4;4;3;4;5;4;3;4;0
3027;1;0;0;0;1;1.0;0.0;10;10;5;2;3;4;2;3;2;3;2;4;4;4;4;4;5;5;4;4;0
3028;1;0;1;0;3;0.0;4.0;1;1;1;1;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4
3029;1;1;0;0;2;0.0;2.0;3;7;2;1;4;4;4;4;3;4;2;4;4;5;5;5;5;5;4;4;4
3030;1;0;1;0;1;2.0;0.0;5;3;1;0;4;4;3;4;3;4;4;3;3;5;5;3;5;4;4;5;1
3031;1;0;1;0;3;0.0;1.0;1;1;0;0;4;4;4;3;4;4;4;4;5;5;5;5;5;5;5;5;4
3032;1;0;1;0;1;4.0;0.0;5;1;15;0;4;4;4;4;3;3;3;5;5;5;5;5;5;5;5;5;1
3033;1;0;1;0;1;1.0;0.0;2;1;2;1;4;4;3;3;3;3;3;4;4;4;4;4;5;4;4;4;0
3034;1;0;0;0;1;3.0;0.0;8;15;8;2;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;0
3035;1;0;0;0;1;3.0;0.0;15;15;5;2;4;4;3;2;3;3;4;4;5;5;5;5;5;5;5;5;1
3036;1;0;0;0;1;3.0;0.0;5;5;5;1;4;4;2;2;3;4;1;3;2;4;4;4;5;3;4;3;0
3037;1;0;0;0;1;3.0;0.0;10;6;10;4;4;4;3;3;3;4;1;5;5;3;5;5;5;5;4;5;1
3038;0;1;0;0;2;0.0;2.0;1;1;0;0;4;4;4;4;4;4;3;3;2;5;5;4;5;5;3;4;4
3039;0;1;0;0;2;0.0;2.0;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3040;1;0;1;0;3;0.0;4.0;1;1;1;0;3;4;3;3;2;2;4;4;3;5;4;4;2;4;5;4;4
3041;1;0;0;0;1;1.0;0.0;30;30;20;5;4;3;3;3;3;1;4;4;5;4;5;5;5;5;4;5;2
3042;1;0;0;0;1;2.0;0.0;1;1;0;0;4;4;4;3;4;3;2;5;5;5;5;5;5;5;5;5;1
3043;1;0;0;0;1;1.0;0.0;2;2;1;0;4;4;3;3;3;3;4;5;5;5;5;5;5;5;5;5;1
3044;1;0;1;0;1;1.0;0.0;5;5;3;1;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;0
3045;1;0;0;0;1;4.0;0.0;1;5;1;0;3;2;2;2;3;3;4;5;5;5;5;5;5;5;5;5;1
3046;0;1;0;0;2;0.0;1.0;2;1;2;1;4;4;4;4;4;4;3;4;4;5;5;5;5;4;5;5;4
3047;1;0;1;0;3;0.0;2.0;1;3;1;3;2;3;2;3;3;3;3;4;4;4;4;4;4;5;4;4;0
3048;1;0;0;0;1;2.0;0.0;2;2;3;1;1;4;3;4;4;4;3;5;5;5;5;5;5;5;5;5;1
3049;1;0;0;0;1;2.0;0.0;8;10;3;1;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;1
3050;1;0;0;0;1;1.0;0.0;20;15;15;1;4;4;4;4;3;2;4;4;4;4;3;3;3;4;4;4;2
3051;1;0;0;0;1;1.0;0.0;2;2;1;1;1;4;4;4;4;4;2;5;5;5;5;5;5;5;5;5;1
3052;1;0;0;0;1;2.0;0.0;2;10;2;2;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1
3053;1;0;0;0;1;1.0;0.0;9;20;16;2;3;3;1;2;1;1;3;4;5;4;5;5;5;5;5;4;2
3054;1;0;0;0;1;1.0;0.0;6;6;3;1;4;4;3;3;3;4;3;5;5;5;5;4;5;5;5;5;1
3055;1;0;0;0;1;4.0;0.0;3;3;1;0;3;3;3;3;4;4;4;5;5;5;5;4;5;5;5;5;1
3056;1;0;1;0;1;1.0;0.0;1;3;1;0;3;3;4;4;4;1;3;5;5;5;5;5;5;5;5;5;1
3057;1;0;0;0;1;3.0;0.0;3;3;2;0;3;3;3;3;4;4;4;5;5;5;5;5;5;5;5;5;1
3058;1;0;0;0;1;2.0;0.0;2;1;2;0;4;3;2;3;3;1;4;4;4;4;5;5;5;4;4;4;0
3059;1;0;1;0;3;0.0;3.0;1;1;1;1;4;4;3;4;4;3;3;4;4;5;5;4;5;5;4;5;4
3060;0;1;0;0;2;0.0;1.0;0;1;0;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4
3061;1;1;1;0;1;2.0;0.0;15;20;10;1;3;3;2;2;1;1;2;5;5;5;5;4;5;4;5;4;2
3062;1;1;0;0;2;0.0;1.0;1;1;0;0;3;4;4;3;3;3;4;4;4;5;5;5;5;5;5;4;4
3063;1;0;1;0;1;1.0;0.0;4;2;1;0;2;4;2;4;2;2;4;3;4;4;4;4;3;3;5;3;0
3064;1;0;0;0;1;1.0;0.0;4;5;2;0;4;4;3;3;3;3;4;3;3;5;5;5;4;5;3;4;0
3065;0;1;0;0;2;0.0;3.0;4;4;3;1;2;4;3;3;3;4;2;5;4;5;5;5;4;5;3;4;4
